Group,Individ_Num,Sex,SL_mm,MEAs_Fam_Num,MEAs_Fam_Size,Collection_Day,Trap_Zone,Guts_Avail?,Dorsal_Color?,DeltaPDB,DeltaAir,MicrogC,MicrogN,Isotope_PC1,Isotope_PC2,Loess_Predicted_SL_mm,Ten_Percent_Loess_Curved_Landscape_Group,Five_Percent_Loess_Curved_Landscape_Group,Fifteen_Percent_Loess_Curved_Landscape_Group,Orig_Square_Landscape_Group,Gut_Large_Collembola,Gut_Small_Collembola,Gut_Chironomid,Gut_Chydorus,Gut_Calanoid,Gut_Cyclopoid,Gut_Snail_Egg,Gut_Ostracod,Gut_Caddisfly,Gut_Surface_Insect,Gut_Mite,Gut_Coleoptera_Larva,Gut_Snail,Gut_Sida,Gut_Amphipod,Dorsal_Long_Gill_Rakers,Ventral_Long_Gill_Rakers,Hypo_Long_Gill_Rakers,Dorsal_Short_Gill_Rakers,Ventral_Short_Gill_Rakers,Joint_Short_Gill_Rakers,Total_Long_Gill_Rakers,Total_Short_Gill_Rakers,Total_All_Gill_Rakers,Num_Lateral_Plates,Pelvic_Girdle_Development,First_Spine_Development,Second_Spine_Development,TPS_Landmark_1x_cm,TPS_Landmark_1y_cm,TPS_Landmark_2x_cm,TPS_Landmark_2y_cm,TPS_Landmark_3x_cm,TPS_Landmark_3y_cm,TPS_Landmark_4x_cm,TPS_Landmark_4y_cm,TPS_Landmark_5x_cm,TPS_Landmark_5y_cm,TPS_Landmark_6x_cm,TPS_Landmark_6y_cm,TPS_Landmark_7x_cm,TPS_Landmark_7y_cm,TPS_Landmark_8x_cm,TPS_Landmark_8y_cm,TPS_Landmark_9x_cm,TPS_Landmark_9y_cm,TPS_Landmark_10x_cm,TPS_Landmark_10y_cm,TPS_Landmark_11x_cm,TPS_Landmark_11y_cm,TPS_Landmark_12x_cm,TPS_Landmark_12y_cm,TPS_Landmark_13x_cm,TPS_Landmark_13y_cm,TPS_Landmark_14x_cm,TPS_Landmark_14y_cm,TPS_Landmark_15x_cm,TPS_Landmark_15y_cm,TPS_Landmark_16x_cm,TPS_Landmark_16y_cm,TPS_Landmark_17x_cm,TPS_Landmark_17y_cm,TPS_Landmark_18x_cm,TPS_Landmark_18y_cm,TPS_Landmark_19x_cm,TPS_Landmark_19y_cm,TPS_Landmark_20x_cm,TPS_Landmark_20y_cm,TPS_Landmark_21x_cm,TPS_Landmark_21y_cm,Std_Length_TPS1_to_TPS14_mm,SL_mm_Scaled_0_to_1,Centroid_Size_cm,Fractional_SL_Growth_mm,Fractional_Centroid_Growth_cm,Resid_SL_mm,Resid_Centroid_cm,Molar_C_to_N_Ratio,Buccal_Length,SI_Outlever,Protrusion,Gape,EpaxW,EpaxH,Opening_Inlever,Buccal_Length.res,SI_Outlever.res,Protrusion.res,Gape.res,EpaxW.res,EpaxH.res,Opening_Inlever.res,Suction_Index,R_B_Change_Littoral_Min_Pelag,G_B_Change_Littoral_Min_Pelag,Dev_R_B_Littoral,Dev_G_B_Littoral,Dev_R_B_Pelagic,Dev_G_B_Pelagic,x1_superimp_F2_only,y1_superimp_F2_only,x3_superimp_F2_only,y3_superimp_F2_only,x4_superimp_F2_only,y4_superimp_F2_only,x5_superimp_F2_only,y5_superimp_F2_only,x6_superimp_F2_only,y6_superimp_F2_only,x7_superimp_F2_only,y7_superimp_F2_only,x8_superimp_F2_only,y8_superimp_F2_only,x9_superimp_F2_only,y9_superimp_F2_only,x10_superimp_F2_only,y10_superimp_F2_only,x11_superimp_F2_only,y11_superimp_F2_only,x12_superimp_F2_only,y12_superimp_F2_only,x13_superimp_F2_only,y13_superimp_F2_only,x14_superimp_F2_only,y14_superimp_F2_only,x15_superimp_F2_only,y15_superimp_F2_only,x16_superimp_F2_only,y16_superimp_F2_only,x17_superimp_F2_only,y17_superimp_F2_only,x18_superimp_F2_only,y18_superimp_F2_only,x19_superimp_F2_only,y19_superimp_F2_only,x20_superimp_F2_only,y20_superimp_F2_only,x1_superimp_REF_only,y1_superimp_REF_only,x3_superimp_REF_only,y3_superimp_REF_only,x4_superimp_REF_only,y4_superimp_REF_only,x5_superimp_REF_only,y5_superimp_REF_only,x6_superimp_REF_only,y6_superimp_REF_only,x7_superimp_REF_only,y7_superimp_REF_only,x8_superimp_REF_only,y8_superimp_REF_only,x9_superimp_REF_only,y9_superimp_REF_only,x10_superimp_REF_only,y10_superimp_REF_only,x11_superimp_REF_only,y11_superimp_REF_only,x12_superimp_REF_only,y12_superimp_REF_only,x13_superimp_REF_only,y13_superimp_REF_only,x14_superimp_REF_only,y14_superimp_REF_only,x15_superimp_REF_only,y15_superimp_REF_only,x16_superimp_REF_only,y16_superimp_REF_only,x17_superimp_REF_only,y17_superimp_REF_only,x18_superimp_REF_only,y18_superimp_REF_only,x19_superimp_REF_only,y19_superimp_REF_only,x20_superimp_REF_only,y20_superimp_REF_only
mapF2,55,Male,NA,12,18,1,1,0,1,-16.96,6.16,560.8,176,2.059794072,0.129356692,39.63354302,B,B,B,C (iii),,,,,,,,,,,,,,,,5,11,3,2,12,2,19,16,35,3,1,0,2,2.32E-01,1.42E+00,NA,NA,1.38E+00,1.11E+00,2.54E+00,1.05E+00,2.57E+00,1.18E+00,3.06E+00,1.06E+00,3.07E+00,1.19E+00,2.80E+00,1.50E+00,3.10E+00,1.57E+00,3.12E+00,1.49E+00,3.19E+00,1.18E+00,3.74E+00,1.18E+00,3.82E+00,1.30E+00,4.01E+00,1.53E+00,3.75E+00,1.64E+00,3.72E+00,1.52E+00,3.30E+00,1.52E+00,3.51E+00,1.34E+00,3.08E+00,1.81E+00,1.63E+00,1.76E+00,NA,NA,37.796,0.4789,4.149264183,0.00104,-0.00444,0.039,-0.018504389,3.717,12.457,13.448,1.504,4.356,4.702,1.385,0.88,0.023,0.025,0.02,0.043,0.047,-0.016,0.04203887,0.007674542,1.017199017,0.667690418,1.535353535,1.31969697,-0.246058559,-0.133445946,-2.748971522,0.053809103,-1.58286216,-0.280756815,-0.392998621,-0.349283187,-0.362619721,-0.217224467,0.136314879,-0.336394742,0.147653922,-0.204447418,-0.129493877,0.110020457,0.175290031,0.183503944,0.196313468,0.102180095,0.270137428,-0.212885582,0.830334527,-0.207924451,0.911402403,-0.085006643,1.102503884,0.150753179,0.836703546,0.261144801,0.806937857,0.135932403,0.379296219,0.136540607,0.593113083,-0.047366739,0.153613333,0.428939748,-1.322668681,0.378465707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,56,Female,NA,6,24,1,1,0,1,-18.42,6.13,497.8,156.4,1.342673894,-0.667825374,38.55065772,O,O,O,C (iii),,,,,,,,,,,,,,,,6,11,2,1,12,2,19,15,34,3,2,2,2,2.46E-01,1.26E+00,NA,NA,1.27E+00,1.06E+00,2.46E+00,1.08E+00,2.48E+00,1.21E+00,3.02E+00,1.05E+00,3.01E+00,1.18E+00,2.80E+00,1.48E+00,3.08E+00,1.54E+00,3.09E+00,1.45E+00,3.15E+00,1.15E+00,3.68E+00,1.13E+00,3.74E+00,1.25E+00,3.89E+00,1.43E+00,3.75E+00,1.49E+00,3.65E+00,1.45E+00,3.26E+00,1.45E+00,3.46E+00,1.29E+00,3.07E+00,1.70E+00,1.52E+00,1.64E+00,NA,NA,36.48,0.4315,4.110507255,0.02272,0.03344,0.81,0.133017682,3.713,11.607,12.457,1.09,3.79,4.52,1.713,0.8,0.009,0.008,-0.105,0.004,0.049,0.093,0.020197656,0.015105063,1.363636364,0.929144385,2.26969697,1.992424242,-0.380952381,-0.197478992,-2.698023304,0.058731614,-1.678961399,-0.272152086,-0.408055327,-0.299751506,-0.389625402,-0.169902325,0.158805259,-0.3097646,0.156155088,-0.18068099,-0.073252285,0.113246133,0.205156416,0.19116655,0.220079182,0.100897673,0.300366633,-0.198649327,0.838624553,-0.18130475,0.895927676,-0.05383233,1.029121666,0.140432704,0.880245057,0.186673323,0.784784782,0.126228243,0.389767527,0.128604359,0.59331728,-0.03693777,0.183930578,0.359719134,-1.38836398,0.297275949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,57,Male,NA,3,35,1,1,0,1,-20.15,6.28,484.2,152.9,0.245346953,-1.364842874,37.10170496,O,O,O,D (all others),,,,,,,,,,,,,,,,6,12,3,1,12,3,21,16,37,3,2,2,2,2.93E-01,1.58E+00,NA,NA,1.48E+00,1.19E+00,2.71E+00,1.11E+00,2.72E+00,1.22E+00,3.17E+00,1.12E+00,3.22E+00,1.25E+00,3.01E+00,1.51E+00,3.26E+00,1.59E+00,3.29E+00,1.52E+00,3.37E+00,1.21E+00,3.88E+00,1.22E+00,3.97E+00,1.34E+00,4.13E+00,1.54E+00,3.92E+00,1.63E+00,3.86E+00,1.56E+00,3.47E+00,1.56E+00,3.67E+00,1.38E+00,3.24E+00,1.83E+00,1.67E+00,1.77E+00,NA,NA,38.372,0.4997,4.243517917,0.00462,0.00846,0.176,0.035607736,3.695,11.857,12.801,1.219,3.719,4.283,1.33,0.76,-0.006,-0.004,-0.077,-0.034,-0.002,-0.041,-0.029974411,0.008333249,0.983183183,0.610810811,1.949433304,1.83435048,-0.66031746,-0.342857143,-2.774313514,0.069269389,-1.575223874,-0.269398019,-0.356908241,-0.314931508,-0.348556449,-0.204234564,0.103497058,-0.300776946,0.149205105,-0.169028975,-0.062269187,0.089338957,0.187507902,0.170400652,0.217735925,0.100727274,0.299544795,-0.208764535,0.809355108,-0.197123252,0.897735346,-0.076510387,1.057913024,0.124097951,0.847723854,0.212948789,0.787726232,0.146224755,0.39748297,0.138168103,0.600927967,-0.037258859,0.165080781,0.408476682,-1.404164802,0.318374492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,58,Male,NA,7,22,1,2,0,1,-20.66,7.63,532.4,165.6,-1.820529823,0.17206531,38.48993624,L,O,L,B (ii),,,,,,,,,,,,,,,,5,13,1,1,12,3,19,16,35,3,2,0,2,2.20E-01,1.49E+00,NA,NA,1.41E+00,1.36E+00,2.63E+00,1.36E+00,2.69E+00,1.50E+00,3.25E+00,1.43E+00,3.18E+00,1.55E+00,2.92E+00,1.85E+00,3.20E+00,1.95E+00,3.22E+00,1.86E+00,3.30E+00,1.50E+00,3.87E+00,1.51E+00,3.92E+00,1.67E+00,4.15E+00,1.87E+00,3.91E+00,1.95E+00,3.83E+00,1.90E+00,3.41E+00,1.87E+00,3.63E+00,1.69E+00,3.16E+00,2.15E+00,1.61E+00,2.02E+00,NA,NA,39.483,0.5397,4.333924926,-0.02197,-0.02359,-0.887,-0.104698522,3.751,12.761,13.852,1.53,4.52,4.496,1.459,0.84,0.013,0.017,0.01,0.033,0.004,-0.015,-0.002255203,0.007402607,1.530791789,0.879032258,2.197860963,1.926470588,-0.146697389,-0.061443932,-2.742421638,0.047593815,-1.618348672,-0.249914547,-0.389817681,-0.355297021,-0.325757039,-0.225717075,0.211069204,-0.302397966,0.15559394,-0.18519189,-0.093436209,0.108712146,0.176809917,0.205289639,0.195533683,0.118422402,0.269886458,-0.229005313,0.820176962,-0.217167758,0.873898079,-0.06035758,1.090650423,0.129474543,0.857050609,0.207738444,0.782698908,0.146551506,0.376858851,0.141664505,0.579731209,-0.046265951,0.13936883,0.405928233,-1.359545831,0.359939867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,59,Female,NA,28,8,1,2,0,1,-18.44,6.32,490.6,156.1,1.078772649,-0.424667995,38.1703975,O,O,O,D (all others),,,,,,,,,,,,,,,,6,11,2,0,10,4,19,14,33,2,2,0,2,5.50E-01,1.37E+00,NA,NA,1.59E+00,1.19E+00,2.69E+00,1.11E+00,2.75E+00,1.20E+00,3.18E+00,1.09E+00,3.16E+00,1.18E+00,3.00E+00,1.43E+00,3.22E+00,1.47E+00,3.24E+00,1.40E+00,3.27E+00,1.16E+00,3.70E+00,1.12E+00,3.78E+00,1.21E+00,3.92E+00,1.36E+00,3.75E+00,1.46E+00,3.72E+00,1.41E+00,3.39E+00,1.41E+00,3.55E+00,1.26E+00,3.22E+00,1.67E+00,1.85E+00,1.72E+00,NA,NA,33.7,0.3313,3.716730312,-0.0512,-0.04618,-1.819,-0.179954909,3.667,9.833,10.57,1.159,3.398,3.783,0.958,0.66,-0.027,-0.027,-0.045,0.005,0.014,-0.121,-0.019617806,0.006126597,1.323684211,0.739473684,2.204887218,1.996240602,-0.454347826,-0.289130435,-2.81392552,0.024901189,-1.650511683,-0.230503759,-0.35595511,-0.301925143,-0.294848201,-0.199988441,0.194651773,-0.279444448,0.173165803,-0.182049456,-0.034384607,0.08052489,0.205228563,0.152460668,0.235948601,0.075819245,0.299631814,-0.187474167,0.784747597,-0.176092648,0.866753022,-0.066102446,0.999436979,0.120026373,0.79686605,0.211504497,0.771703841,0.135810024,0.401657356,0.119290787,0.59003599,-0.043026213,0.18533349,0.383213728,-1.355535758,0.36305532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,60,Male,NA,11,19,1,2,0,1,-17.07,6.81,544.5,169,1.13541132,0.93964818,39.1154143,B,B,B,C (iii),,,,,,,,,,,,,,,,5,11,3,1,12,3,19,16,35,3,2,2,2,4.90E-01,1.30E+00,NA,NA,1.61E+00,1.02E+00,2.70E+00,9.38E-01,2.74E+00,1.05E+00,3.20E+00,9.50E-01,3.24E+00,1.08E+00,2.99E+00,1.33E+00,3.24E+00,1.41E+00,3.28E+00,1.32E+00,3.33E+00,1.05E+00,3.84E+00,1.03E+00,3.92E+00,1.17E+00,4.11E+00,1.34E+00,3.90E+00,1.44E+00,3.83E+00,1.36E+00,3.44E+00,1.37E+00,3.65E+00,1.18E+00,3.23E+00,1.64E+00,1.81E+00,1.59E+00,NA,NA,36.202,0.4215,3.969754811,-0.14608,-0.14869,-6.193,-0.693382151,3.759,12.073,13.018,1.308,3.924,3.691,1.427,0.78,0.029,0.031,-0.022,0.024,-0.035,0.017,0.013422603,0.007574916,1.461904762,0.814285714,1.714285714,1.619047619,-0.262006079,-0.099088146,-2.762925132,0.055640455,-1.57269744,-0.256419746,-0.397861221,-0.338554389,-0.357491602,-0.219486389,0.133088327,-0.31285801,0.175602392,-0.174860948,-0.098243147,0.084472674,0.16487324,0.177644452,0.210038702,0.082754484,0.272099671,-0.202209065,0.814637821,-0.206446389,0.896787482,-0.054984391,1.091656641,0.131341898,0.86508845,0.231193365,0.793350777,0.140035022,0.378786607,0.145287133,0.605057156,-0.054379101,0.148208281,0.423743017,-1.360057006,0.348085928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,61,Female,NA,NA,3,3,4,0,1,-18.49,6.36,486.4,151.4,0.999468224,-0.397223236,38.0641202,O,O,O,D (all others),,,,,,,,,,,,,,,,7,12,2,1,13,3,21,17,38,3,2,0,2,3.72E-01,1.44E+00,NA,NA,1.51E+00,1.23E+00,2.60E+00,1.21E+00,2.67E+00,1.32E+00,3.14E+00,1.20E+00,3.13E+00,1.30E+00,2.90E+00,1.58E+00,3.17E+00,1.66E+00,3.19E+00,1.59E+00,3.26E+00,1.29E+00,3.78E+00,1.30E+00,3.86E+00,1.43E+00,4.01E+00,1.63E+00,3.78E+00,1.71E+00,3.74E+00,1.64E+00,3.36E+00,1.63E+00,3.55E+00,1.47E+00,3.16E+00,1.90E+00,1.73E+00,1.83E+00,NA,NA,36.43,0.4297,3.998392782,NA,NA,NA,NA,3.749,11.871,12.798,1.623,3.872,4.003,1.358,0.84,0.019,0.02,0.069,0.015,-0.003,-0.007,0.04214363,0.007801154,1.595389507,0.821144674,1.726242371,1.714908457,-0.568427371,-0.348739496,-2.775541428,0.041859462,-1.589216525,-0.254272054,-0.414294288,-0.312506587,-0.339670311,-0.199048865,0.153276195,-0.321311538,0.147443475,-0.217385045,-0.098236284,0.075850911,0.184543948,0.164072446,0.206916596,0.090660298,0.285143066,-0.223946499,0.832897957,-0.203588797,0.917521524,-0.06536072,1.069750714,0.148381124,0.825270639,0.2298254,0.785110993,0.147223743,0.385346209,0.143137699,0.583235337,-0.029399674,0.172848354,0.420131889,-1.332346171,0.365676806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,62,Female,NA,NA,6,3,4,0,1,-18,6.15,640.8,197.5,1.533797195,-0.423327481,38.75919757,O,O,B,C (iii),,,,,,,,,,,,,,,,7,14,2,1,13,2,23,16,39,3,2,2,2,5.22E-01,1.17E+00,NA,NA,1.52E+00,9.92E-01,2.52E+00,9.66E-01,2.59E+00,1.04E+00,3.01E+00,9.84E-01,3.04E+00,1.05E+00,2.82E+00,1.28E+00,3.05E+00,1.34E+00,3.07E+00,1.28E+00,3.15E+00,1.03E+00,3.60E+00,1.08E+00,3.69E+00,1.20E+00,3.79E+00,1.38E+00,3.61E+00,1.45E+00,3.57E+00,1.32E+00,3.21E+00,1.32E+00,3.39E+00,1.17E+00,3.01E+00,1.57E+00,1.71E+00,1.52E+00,NA,NA,32.747,0.297,3.633148497,NA,NA,NA,NA,3.786,10.256,11.047,1.346,3.283,3.247,1.239,0.7,0.005,0.006,0.032,0.007,-0.038,0.004,0.021762398,0.008336935,1.104166667,0.705357143,1.570175439,1.515037594,-0.395833333,-0.175595238,-2.756550854,0.022054965,-1.602736988,-0.22641145,-0.433162082,-0.288666846,-0.349979356,-0.204844604,0.137085223,-0.278204284,0.174593546,-0.202713497,-0.077212544,0.0693538,0.191177278,0.135086506,0.213458977,0.064919505,0.302232741,-0.227391029,0.827029288,-0.17658333,0.934539763,-0.038761788,1.053347478,0.169381061,0.844981475,0.25395005,0.795677343,0.10125404,0.377049101,0.111064986,0.582492797,-0.068535149,0.149512501,0.404565838,-1.363535688,0.380481225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,63,Female,NA,24,10,3,4,0,1,-18.28,6.4,500.7,157.6,1.05499893,-0.234943346,38.10779235,O,O,O,D (all others),,,,,,,,,,,,,,,,5,11,3,1,11,3,19,15,34,2,0,0,2,0.00E+00,1.61E+00,NA,NA,1.01E+00,1.34E+00,2.11E+00,1.32E+00,2.15E+00,1.41E+00,2.60E+00,1.31E+00,2.61E+00,1.41E+00,2.40E+00,1.65E+00,2.63E+00,1.72E+00,2.64E+00,1.65E+00,2.70E+00,1.38E+00,3.15E+00,1.41E+00,3.21E+00,1.52E+00,3.33E+00,1.67E+00,3.16E+00,1.75E+00,3.13E+00,1.68E+00,2.79E+00,1.67E+00,2.95E+00,1.51E+00,2.59E+00,1.90E+00,1.23E+00,1.87E+00,NA,NA,33.305,0.3171,3.707589655,-0.03294,-0.02769,-1.134,-0.105595861,3.706,9.862,10.731,1.013,3.1,3.867,1.243,0.72,-0.02,-0.015,-0.098,-0.028,0.029,-0.002,0.024675368,0.011231571,1.662698413,1.03968254,0.831746032,0.993650794,-0.459750567,-0.259637188,-2.787531398,0.047663115,-1.635041858,-0.26298545,-0.377230782,-0.284923801,-0.331885691,-0.182224617,0.18191153,-0.294274737,0.193365432,-0.180262687,-0.04755412,0.092665585,0.214507319,0.173817947,0.226289486,0.094009106,0.296207882,-0.213765595,0.809681084,-0.176873763,0.877736042,-0.050971646,1.013536465,0.120962464,0.819054925,0.211287683,0.785252142,0.130504228,0.397311282,0.118310478,0.580308399,-0.063994015,0.167969024,0.379404767,-1.383887163,0.341650938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,64,Male,NA,21,11,3,4,0,1,-17.62,7.23,491.9,153.5,0.289749941,1.214853233,38.63535015,O,O,O,D (all others),,,,,,,,,,,,,,,,7,12,3,2,14,2,22,18,40,4,2,2,2,1.69E-01,1.34E+00,NA,NA,1.29E+00,1.15E+00,2.34E+00,1.13E+00,2.42E+00,1.25E+00,2.92E+00,1.14E+00,2.89E+00,1.25E+00,2.67E+00,1.53E+00,2.93E+00,1.60E+00,2.94E+00,1.53E+00,3.01E+00,1.22E+00,3.52E+00,1.24E+00,3.59E+00,1.37E+00,3.75E+00,1.57E+00,3.53E+00,1.65E+00,3.50E+00,1.55E+00,3.10E+00,1.56E+00,3.31E+00,1.38E+00,2.88E+00,1.81E+00,1.47E+00,1.73E+00,NA,NA,35.884,0.41,3.95154612,-0.01453,-0.01451,-0.529,-0.058178722,3.738,11.842,12.675,1.791,4.06,3.725,1.221,0.72,0.025,0.023,0.118,0.044,-0.027,-0.046,-0.016472007,0.005700648,1.109797297,0.559121622,2.269369369,2.078378378,-0.489825581,-0.29505814,-2.761964866,0.047847414,-1.584036758,-0.250185378,-0.435810298,-0.322859394,-0.34822751,-0.198754958,0.1810851,-0.316319528,0.155645272,-0.200034492,-0.079871242,0.097927768,0.195448068,0.174768431,0.206889049,0.100739588,0.283504458,-0.228420687,0.82686649,-0.20025169,0.902935354,-0.060775931,1.068562932,0.153999114,0.832587512,0.23773249,0.801386497,0.120956986,0.376499498,0.143239546,0.595536522,-0.055494432,0.141891246,0.40325763,-1.358927324,0.352627523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,65,Female,NA,25,10,3,4,0,1,-17.77,6.1,528.6,163.9,1.719792666,-0.37076849,39.00731876,B,O,B,C (iii),,,,,,,,,,,,,,,,7,11,2,1,13,3,20,17,37,3,2,0,2,3.62E-01,1.44E+00,NA,NA,1.45E+00,1.19E+00,2.62E+00,1.03E+00,2.68E+00,1.12E+00,3.07E+00,1.02E+00,3.18E+00,1.08E+00,2.97E+00,1.36E+00,3.21E+00,1.42E+00,3.23E+00,1.35E+00,3.29E+00,1.07E+00,3.77E+00,1.08E+00,3.88E+00,1.18E+00,4.02E+00,1.38E+00,3.81E+00,1.49E+00,3.77E+00,1.38E+00,3.42E+00,1.37E+00,3.59E+00,1.21E+00,3.17E+00,1.71E+00,1.74E+00,1.73E+00,NA,NA,36.585,0.4353,4.054255153,-0.07169,-0.06965,-2.825,-0.303502815,3.764,11.688,12.521,1.507,4,4.119,1.673,0.82,0.01,0.009,0.035,0.026,0.007,0.082,0.029335873,0.012310646,0.677489177,0.387445887,2.104010025,1.827067669,-0.325912183,-0.153370439,-2.770036442,0.010157993,-1.62558495,-0.202088236,-0.390555647,-0.305385998,-0.333721161,-0.208558388,0.077942923,-0.286073278,0.189924497,-0.217751239,-0.047465399,0.059666972,0.197868158,0.138711141,0.223528714,0.067224805,0.305240423,-0.219877888,0.804126733,-0.175772612,0.912214399,-0.064515029,1.043477417,0.153523265,0.817451095,0.253727817,0.783184771,0.134058647,0.419737455,0.103015144,0.606200855,-0.053710751,0.137629752,0.439178936,-1.351163592,0.374468698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,66,Female,NA,NA,6,3,4,0,1,-18.66,6.07,548.5,171.6,1.298272584,-0.87235046,38.45079368,O,O,O,C (iii),,,,,,,,,,,,,,,,6,12,2,1,13,3,20,17,37,3,2,2,0,5.60E-01,1.57E+00,NA,NA,1.54E+00,1.32E+00,2.57E+00,1.31E+00,2.62E+00,1.39E+00,3.05E+00,1.30E+00,3.06E+00,1.40E+00,2.86E+00,1.64E+00,3.09E+00,1.68E+00,3.10E+00,1.63E+00,3.17E+00,1.36E+00,3.60E+00,1.38E+00,3.68E+00,1.49E+00,3.79E+00,1.63E+00,3.64E+00,1.69E+00,3.59E+00,1.65E+00,3.24E+00,1.65E+00,3.42E+00,1.50E+00,3.06E+00,1.87E+00,1.79E+00,1.85E+00,NA,NA,32.306,0.2811,3.581164174,NA,NA,NA,NA,3.728,9.674,10.428,1.146,3.209,3.396,1.19,0.66,-0.014,-0.013,-0.032,0.006,-0.011,-0.007,0.003688344,0.009235811,1.178890877,0.674418605,1.835095137,1.74982382,-0.321821036,-0.163265306,-2.784923383,0.049875921,-1.6349867,-0.275887244,-0.402166814,-0.292181872,-0.344739436,-0.198443788,0.162538332,-0.29212093,0.175695502,-0.175357436,-0.067727361,0.101593511,0.200620657,0.156624282,0.214588518,0.098353619,0.306182489,-0.217266901,0.812270031,-0.176676402,0.904271272,-0.044584677,1.025956312,0.125131715,0.846440368,0.189589427,0.790115746,0.135393288,0.378305484,0.132456064,0.591972697,-0.043290001,0.159804133,0.382295523,-1.334217849,0.344495901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
